State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Tripura,Rainy,Low,16667,Cost Level: High,Local Cuisine: 613 INR per day,Luxury Resort: 4856 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,High,4.4/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,No,Local Traditions
Arunachal Pradesh,Rainy,Medium,16127,Cost Level: Low,Local Cuisine: 1616 INR per day,Luxury Resort: 3298 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Wildlife Safari, Boating",Low,3.8/5,Summer,"Hindi, English",Very Safe,No,Local Traditions
Arunachal Pradesh,Sunny,Low,12078,Cost Level: Low,Local Cuisine: 509 INR per day,Luxury Resort: 1265 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Cultural Tours, Wildlife Safari",Low,4.9/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Festival
Mizoram,Rainy,Low,35176,Cost Level: High,Local Cuisine: 1010 INR per day,3-star: 1408 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Boating",Moderate,4.1/5,Monsoon,Mizo,Very Safe,Yes,Local Traditions
Nagaland,Rainy,Medium,22657,Cost Level: Low,Local Cuisine: 1346 INR per day,Homestay: 2874 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Cultural Tours",High,4.3/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,High,44350,Cost Level: High,Local Cuisine: 1628 INR per day,3-star: 3604 INR per night,"Cherrapunji, Living Root Bridges","Boating, Trekking",High,3.6/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,Medium,8943,Cost Level: Low,Local Cuisine: 1086 INR per day,Luxury Resort: 4551 INR per night,"Living Root Bridges, Cherrapunji","Cultural Tours, Boating",Moderate,3.7/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Festival
Nagaland,Sunny,Medium,37213,Cost Level: Low,Local Cuisine: 1399 INR per day,Luxury Resort: 2991 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Boating, Cultural Tours",High,4.2/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Festival
Tripura,Chilly,Medium,40160,Cost Level: High,Local Cuisine: 1360 INR per day,3-star: 4063 INR per night,"Neermahal, Ujjayanta Palace",Trekking,Low,4.2/5,Winter,"Bengali, Kokborok",Moderately Safe,No,Festival
Mizoram,Rainy,High,24579,Cost Level: Low,Local Cuisine: 671 INR per day,Homestay: 3178 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Wildlife Safari",High,3.6/5,Summer,Mizo,Safe for Solo Travelers,No,Local Traditions
Meghalaya,Pleasant,Low,26683,Cost Level: Low,Local Cuisine: 1856 INR per day,Homestay: 1107 INR per night,"Living Root Bridges, Cherrapunji","Wildlife Safari, Cultural Tours",Low,4.9/5,Monsoon,"Khasi, Garo",Very Safe,No,Festival
Assam,Chilly,Medium,44741,Cost Level: High,Local Cuisine: 1110 INR per day,3-star: 1687 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Trekking",Low,4.0/5,Monsoon,Assamese,Very Safe,Yes,Local Traditions
Mizoram,Pleasant,Medium,46039,Cost Level: High,Local Cuisine: 1160 INR per day,Luxury Resort: 1481 INR per night,"Vantawng Falls, Phawngpui National Park",Cultural Tours,Low,5.0/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Rainy,Low,37239,Cost Level: High,Local Cuisine: 983 INR per day,Luxury Resort: 1824 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Low,4.3/5,Winter,Mizo,Very Safe,No,Festival
Manipur,Rainy,High,16429,Cost Level: Low,Local Cuisine: 640 INR per day,3-star: 1067 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Trekking, Cultural Tours",Moderate,4.5/5,Monsoon,Manipuri,Safe for Solo Travelers,Yes,Festival
Arunachal Pradesh,Sunny,Medium,18133,Cost Level: High,Local Cuisine: 703 INR per day,3-star: 1994 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Boating",High,4.6/5,Monsoon,"Hindi, English",Moderately Safe,No,Art Exhibitions
Meghalaya,Sunny,Low,35551,Cost Level: Low,Local Cuisine: 972 INR per day,3-star: 4294 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, River Rafting",Low,4.6/5,Summer,"Khasi, Garo",Moderately Safe,No,Festival
Manipur,Sunny,High,29684,Cost Level: Low,Local Cuisine: 1521 INR per day,Homestay: 2723 INR per night,"Kangla Fort, Loktak Lake","Trekking, Wildlife Safari, Boating",Low,4.7/5,Monsoon,Manipuri,Moderately Safe,No,Local Traditions
Manipur,Rainy,High,9291,Cost Level: Low,Local Cuisine: 1792 INR per day,Homestay: 2602 INR per night,"Kangla Fort, Loktak Lake",Boating,High,3.7/5,Winter,Manipuri,Moderately Safe,No,Local Traditions
Arunachal Pradesh,Sunny,High,22337,Cost Level: High,Local Cuisine: 1931 INR per day,3-star: 3817 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Cultural Tours, Boating",Low,4.3/5,Monsoon,"Hindi, English",Very Safe,Yes,Festival
Manipur,Chilly,Low,15250,Cost Level: Low,Local Cuisine: 1761 INR per day,Luxury Resort: 2877 INR per night,"Loktak Lake, Kangla Fort","Boating, Cultural Tours, Trekking",Moderate,3.7/5,Summer,Manipuri,Moderately Safe,Yes,Art Exhibitions
Manipur,Pleasant,Low,22128,Cost Level: Low,Local Cuisine: 1947 INR per day,Homestay: 4233 INR per night,"Loktak Lake, Kangla Fort",Trekking,High,4.4/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Art Exhibitions
Assam,Rainy,Low,33605,Cost Level: High,Local Cuisine: 1562 INR per day,Luxury Resort: 4616 INR per night,"Kaziranga National Park, Majuli Island",River Rafting,Low,4.5/5,Summer,Assamese,Very Safe,No,Local Traditions
Nagaland,Rainy,Medium,6062,Cost Level: High,Local Cuisine: 1520 INR per day,Luxury Resort: 1253 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Wildlife Safari, Cultural Tours",High,3.8/5,Summer,"English, Nagamese",Very Safe,No,Festival
Tripura,Pleasant,Medium,24829,Cost Level: High,Local Cuisine: 748 INR per day,3-star: 3975 INR per night,"Ujjayanta Palace, Neermahal",Wildlife Safari,High,4.3/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Local Traditions
Arunachal Pradesh,Chilly,Low,26745,Cost Level: Low,Local Cuisine: 506 INR per day,3-star: 2052 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Cultural Tours",Low,3.8/5,Monsoon,"Hindi, English",Moderately Safe,No,Local Traditions
Arunachal Pradesh,Sunny,Low,42753,Cost Level: Low,Local Cuisine: 1235 INR per day,3-star: 4769 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Boating, Cultural Tours",Moderate,4.8/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Manipur,Rainy,High,30631,Cost Level: Low,Local Cuisine: 1034 INR per day,Homestay: 1708 INR per night,"Kangla Fort, Loktak Lake",Boating,Low,4.6/5,Winter,Manipuri,Moderately Safe,No,Local Traditions
Mizoram,Chilly,High,9901,Cost Level: High,Local Cuisine: 1632 INR per day,3-star: 4914 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Wildlife Safari",Moderate,4.0/5,Monsoon,Mizo,Moderately Safe,No,Festival
Assam,Rainy,High,16648,Cost Level: Low,Local Cuisine: 990 INR per day,Homestay: 4529 INR per night,"Kaziranga National Park, Majuli Island","Boating, Cultural Tours, Trekking",High,3.9/5,Winter,Assamese,Safe for Solo Travelers,No,Festival
Assam,Pleasant,Low,29935,Cost Level: Low,Local Cuisine: 516 INR per day,Homestay: 4283 INR per night,"Kaziranga National Park, Majuli Island","Boating, Wildlife Safari",High,4.5/5,Winter,Assamese,Very Safe,Yes,Art Exhibitions
Nagaland,Pleasant,Low,33634,Cost Level: Low,Local Cuisine: 664 INR per day,Homestay: 4545 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,Moderate,4.2/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Nagaland,Pleasant,Low,34834,Cost Level: High,Local Cuisine: 1033 INR per day,Homestay: 4170 INR per night,"Kohima War Cemetery, Dzükou Valley",Trekking,Moderate,4.7/5,Monsoon,"English, Nagamese",Very Safe,No,Festival
Assam,Rainy,Low,25145,Cost Level: High,Local Cuisine: 1394 INR per day,Homestay: 1082 INR per night,"Majuli Island, Kaziranga National Park",Boating,High,4.6/5,Winter,Assamese,Very Safe,Yes,Art Exhibitions
Arunachal Pradesh,Sunny,High,40398,Cost Level: High,Local Cuisine: 1719 INR per day,Luxury Resort: 4687 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, River Rafting",Moderate,3.7/5,Winter,"Hindi, English",Very Safe,Yes,Local Traditions
Mizoram,Chilly,High,25105,Cost Level: Low,Local Cuisine: 1276 INR per day,Luxury Resort: 4622 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, Boating",Low,4.2/5,Monsoon,Mizo,Very Safe,No,Festival
Manipur,Rainy,High,5870,Cost Level: High,Local Cuisine: 566 INR per day,3-star: 1827 INR per night,"Loktak Lake, Kangla Fort","Boating, Cultural Tours",High,4.6/5,Winter,Manipuri,Very Safe,No,Art Exhibitions
Manipur,Chilly,Medium,39699,Cost Level: High,Local Cuisine: 1501 INR per day,Luxury Resort: 1646 INR per night,"Loktak Lake, Kangla Fort",Boating,Moderate,4.9/5,Winter,Manipuri,Safe for Solo Travelers,No,Festival
Manipur,Pleasant,High,24376,Cost Level: High,Local Cuisine: 879 INR per day,Luxury Resort: 4447 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, Wildlife Safari",Moderate,3.7/5,Monsoon,Manipuri,Very Safe,No,Art Exhibitions
Assam,Chilly,High,10543,Cost Level: High,Local Cuisine: 1239 INR per day,3-star: 2551 INR per night,"Kaziranga National Park, Majuli Island","Boating, Trekking, Wildlife Safari",Low,3.6/5,Winter,Assamese,Moderately Safe,No,Festival
Nagaland,Pleasant,Medium,8249,Cost Level: High,Local Cuisine: 1219 INR per day,3-star: 1900 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, Wildlife Safari, Boating",Moderate,3.9/5,Winter,"English, Nagamese",Moderately Safe,No,Local Traditions
Assam,Chilly,High,32778,Cost Level: Low,Local Cuisine: 521 INR per day,Homestay: 3761 INR per night,"Majuli Island, Kaziranga National Park",Wildlife Safari,Moderate,4.5/5,Winter,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Chilly,Medium,10668,Cost Level: Low,Local Cuisine: 1548 INR per day,3-star: 4453 INR per night,"Tawang Monastery, Ziro Valley",Wildlife Safari,Low,4.3/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Sunny,High,8404,Cost Level: High,Local Cuisine: 1014 INR per day,3-star: 4970 INR per night,"Dzükou Valley, Kohima War Cemetery",Cultural Tours,Low,5.0/5,Winter,"English, Nagamese",Very Safe,No,Art Exhibitions
Meghalaya,Pleasant,Low,29455,Cost Level: Low,Local Cuisine: 1082 INR per day,3-star: 1513 INR per night,"Living Root Bridges, Cherrapunji",River Rafting,High,4.9/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Festival
Nagaland,Chilly,Medium,37696,Cost Level: High,Local Cuisine: 890 INR per day,3-star: 4347 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,High,4.8/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions
Mizoram,Rainy,High,6732,Cost Level: Low,Local Cuisine: 1824 INR per day,Homestay: 3896 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Wildlife Safari",Low,3.6/5,Monsoon,Mizo,Moderately Safe,Yes,Local Traditions
Assam,Sunny,High,32815,Cost Level: High,Local Cuisine: 1962 INR per day,3-star: 3973 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Cultural Tours, Boating",Moderate,4.5/5,Summer,Assamese,Safe for Solo Travelers,No,Art Exhibitions
Arunachal Pradesh,Sunny,Medium,37340,Cost Level: Low,Local Cuisine: 1667 INR per day,3-star: 3896 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, River Rafting",Low,4.8/5,Summer,"Hindi, English",Moderately Safe,Yes,Art Exhibitions
Nagaland,Chilly,Medium,5522,Cost Level: High,Local Cuisine: 1829 INR per day,3-star: 3133 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Low,4.9/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions
Arunachal Pradesh,Pleasant,Medium,43459,Cost Level: High,Local Cuisine: 570 INR per day,Homestay: 4545 INR per night,"Ziro Valley, Tawang Monastery","Boating, River Rafting, Wildlife Safari",High,4.4/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Meghalaya,Chilly,High,26605,Cost Level: Low,Local Cuisine: 507 INR per day,Homestay: 2501 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Cultural Tours, Boating",High,4.7/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Festival
Nagaland,Sunny,Medium,20594,Cost Level: Low,Local Cuisine: 633 INR per day,3-star: 1084 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, Trekking",High,3.7/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Rainy,High,39263,Cost Level: Low,Local Cuisine: 1393 INR per day,3-star: 3897 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, Boating",Moderate,4.1/5,Monsoon,"Hindi, English",Very Safe,Yes,Local Traditions
Nagaland,Rainy,High,13642,Cost Level: Low,Local Cuisine: 1097 INR per day,3-star: 1836 INR per night,"Dzükou Valley, Kohima War Cemetery",River Rafting,High,3.8/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Mizoram,Rainy,Medium,38855,Cost Level: High,Local Cuisine: 1415 INR per day,Luxury Resort: 1477 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Wildlife Safari",Low,4.3/5,Summer,Mizo,Moderately Safe,Yes,Festival
Tripura,Pleasant,Low,11034,Cost Level: High,Local Cuisine: 888 INR per day,Luxury Resort: 1614 INR per night,"Neermahal, Ujjayanta Palace","Boating, Trekking, River Rafting",High,4.4/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions
Tripura,Sunny,High,40929,Cost Level: Low,Local Cuisine: 756 INR per day,Luxury Resort: 3948 INR per night,"Ujjayanta Palace, Neermahal",Wildlife Safari,Moderate,3.6/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Art Exhibitions
Mizoram,Pleasant,High,20555,Cost Level: High,Local Cuisine: 1554 INR per day,Homestay: 2078 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, River Rafting, Boating",Low,4.5/5,Summer,Mizo,Very Safe,Yes,Festival
Tripura,Sunny,Low,26051,Cost Level: Low,Local Cuisine: 1169 INR per day,Homestay: 2076 INR per night,"Ujjayanta Palace, Neermahal","Trekking, River Rafting, Wildlife Safari",High,4.2/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions
Arunachal Pradesh,Rainy,High,35784,Cost Level: Low,Local Cuisine: 1528 INR per day,Luxury Resort: 3447 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, Boating, Trekking",Moderate,4.2/5,Monsoon,"Hindi, English",Moderately Safe,Yes,Festival
Assam,Rainy,Low,20073,Cost Level: Low,Local Cuisine: 1971 INR per day,3-star: 3341 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Wildlife Safari, Trekking",High,4.8/5,Monsoon,Assamese,Safe for Solo Travelers,No,Festival
Meghalaya,Pleasant,Medium,28326,Cost Level: Low,Local Cuisine: 1997 INR per day,3-star: 3043 INR per night,"Cherrapunji, Living Root Bridges","River Rafting, Cultural Tours",High,3.6/5,Winter,"Khasi, Garo",Very Safe,Yes,Local Traditions
Manipur,Chilly,Medium,48570,Cost Level: Low,Local Cuisine: 1499 INR per day,Luxury Resort: 4652 INR per night,"Loktak Lake, Kangla Fort","Wildlife Safari, River Rafting, Boating",High,3.7/5,Winter,Manipuri,Moderately Safe,Yes,Art Exhibitions
Tripura,Chilly,Low,29340,Cost Level: Low,Local Cuisine: 989 INR per day,Homestay: 4388 INR per night,"Neermahal, Ujjayanta Palace","Boating, Wildlife Safari, River Rafting",Moderate,3.7/5,Monsoon,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions
Assam,Pleasant,Medium,15503,Cost Level: High,Local Cuisine: 1183 INR per day,Homestay: 2421 INR per night,"Majuli Island, Kaziranga National Park","Boating, River Rafting, Cultural Tours",High,4.2/5,Summer,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Meghalaya,Sunny,High,14563,Cost Level: High,Local Cuisine: 1529 INR per day,Luxury Resort: 4940 INR per night,"Cherrapunji, Living Root Bridges","Trekking, Boating, River Rafting",Moderate,3.8/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions
Manipur,Chilly,Low,26233,Cost Level: High,Local Cuisine: 1927 INR per day,3-star: 3043 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, Boating, River Rafting",High,4.8/5,Winter,Manipuri,Very Safe,No,Local Traditions
Assam,Sunny,Low,11857,Cost Level: High,Local Cuisine: 1541 INR per day,3-star: 3463 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Trekking",High,4.8/5,Winter,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Manipur,Sunny,Medium,45226,Cost Level: High,Local Cuisine: 968 INR per day,Homestay: 4658 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Boating, Trekking",High,3.8/5,Winter,Manipuri,Very Safe,No,Festival
Assam,Pleasant,High,7953,Cost Level: Low,Local Cuisine: 1761 INR per day,Luxury Resort: 2395 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, Trekking",Moderate,3.7/5,Summer,Assamese,Safe for Solo Travelers,Yes,Festival
Nagaland,Rainy,High,44015,Cost Level: High,Local Cuisine: 1585 INR per day,Luxury Resort: 4896 INR per night,"Kohima War Cemetery, Dzükou Valley","River Rafting, Cultural Tours",Moderate,3.7/5,Summer,"English, Nagamese",Moderately Safe,No,Local Traditions
Assam,Chilly,Low,20674,Cost Level: Low,Local Cuisine: 664 INR per day,Homestay: 3109 INR per night,"Majuli Island, Kaziranga National Park","River Rafting, Wildlife Safari, Boating",High,4.6/5,Winter,Assamese,Safe for Solo Travelers,Yes,Festival
Tripura,Pleasant,Medium,8652,Cost Level: High,Local Cuisine: 1378 INR per day,Luxury Resort: 1649 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, River Rafting, Boating",High,3.6/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Festival
Meghalaya,Sunny,Low,39681,Cost Level: High,Local Cuisine: 1423 INR per day,3-star: 4823 INR per night,"Living Root Bridges, Cherrapunji",Wildlife Safari,High,4.2/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Festival
Assam,Rainy,Low,5079,Cost Level: High,Local Cuisine: 660 INR per day,Homestay: 4150 INR per night,"Majuli Island, Kaziranga National Park","Trekking, Cultural Tours",Low,5.0/5,Monsoon,Assamese,Safe for Solo Travelers,No,Festival
Mizoram,Chilly,High,35991,Cost Level: High,Local Cuisine: 677 INR per day,Homestay: 4755 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Moderate,3.7/5,Winter,Mizo,Moderately Safe,No,Art Exhibitions
Tripura,Sunny,High,19905,Cost Level: High,Local Cuisine: 1444 INR per day,Luxury Resort: 1541 INR per night,"Ujjayanta Palace, Neermahal","Trekking, Wildlife Safari, Boating",Low,3.9/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Festival
Manipur,Sunny,Medium,28484,Cost Level: High,Local Cuisine: 554 INR per day,3-star: 1336 INR per night,"Loktak Lake, Kangla Fort","Boating, River Rafting, Wildlife Safari",Moderate,3.8/5,Winter,Manipuri,Safe for Solo Travelers,No,Festival
Mizoram,Rainy,High,27271,Cost Level: Low,Local Cuisine: 1387 INR per day,Homestay: 1703 INR per night,"Vantawng Falls, Phawngpui National Park","Boating, Wildlife Safari, Trekking",High,4.9/5,Winter,Mizo,Very Safe,No,Art Exhibitions
Manipur,Chilly,High,39917,Cost Level: Low,Local Cuisine: 747 INR per day,Luxury Resort: 3666 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Wildlife Safari, Trekking",Moderate,4.2/5,Winter,Manipuri,Safe for Solo Travelers,Yes,Local Traditions
Tripura,Rainy,High,35267,Cost Level: High,Local Cuisine: 1880 INR per day,Luxury Resort: 1260 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Boating",Moderate,4.1/5,Monsoon,"Bengali, Kokborok",Very Safe,No,Art Exhibitions
Manipur,Chilly,Low,36613,Cost Level: High,Local Cuisine: 1292 INR per day,3-star: 4493 INR per night,"Loktak Lake, Kangla Fort",River Rafting,Low,3.8/5,Winter,Manipuri,Moderately Safe,No,Festival
Tripura,Pleasant,High,49122,Cost Level: High,Local Cuisine: 1662 INR per day,Luxury Resort: 2931 INR per night,"Neermahal, Ujjayanta Palace",Wildlife Safari,Low,4.1/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions
