State,Weather,Budget Level,Budget (INR),Transportation Options,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Food Cost (INR),Hotel Cost (INR)
5,3,1,31321,1,1,23,0,4.3,0,2,0,1,2,1628,3
3,3,0,18930,1,5,56,1,4.5,2,4,1,1,2,1289,3
0,3,1,41919,1,10,51,0,4.7,0,3,2,0,0,1982,4930
5,2,2,14562,0,1,4,0,4.0,2,2,2,0,0,1774,3563
0,2,2,8882,0,10,51,2,4.9,2,3,2,1,2,725,4984
3,0,1,13486,1,0,34,2,3.7,0,4,2,1,2,877,2684
1,0,2,42870,1,3,64,1,4.5,1,0,1,0,2,818,2331
0,3,2,32193,1,10,8,1,3.9,2,3,2,1,1,1797,1266
2,2,2,35558,0,2,56,1,3.6,1,5,2,0,2,1589,2128
3,1,1,20703,0,5,22,1,3.5,2,4,2,1,2,1631,2354
5,3,1,17827,0,1,26,0,3.9,2,2,0,0,2,687,2131
1,0,2,26712,0,3,65,2,4.0,2,0,2,0,0,874,1930
6,3,1,14115,0,11,51,2,4.8,2,1,0,1,1,1348,1063
6,2,1,49742,1,8,56,0,3.9,0,1,0,1,0,764,4692
1,0,2,13121,0,7,52,0,4.3,0,0,2,1,2,950,3
4,3,1,46605,1,12,60,2,4.5,0,6,1,0,1,1104,2365
4,0,1,34004,0,12,4,2,4.8,2,6,2,0,1,1647,4583
6,1,1,24366,1,11,51,2,4.7,2,1,1,1,0,1358,2353
0,0,2,25731,1,10,30,0,4.6,2,3,1,1,0,1171,3
0,3,2,17082,0,10,34,1,3.6,2,3,2,0,0,1254,3206
6,1,2,41292,1,11,35,0,4.9,1,1,2,0,2,1887,4315
0,3,1,23640,1,10,17,1,3.7,1,3,2,1,1,1620,3
1,2,2,18769,0,3,56,0,3.6,1,0,1,0,2,1323,1613
5,1,1,16029,0,4,51,0,4.2,1,2,2,1,1,1194,3
0,1,0,23165,0,13,26,1,4.8,2,3,2,0,0,1801,3
6,1,2,49476,0,11,5,1,4.0,0,1,2,1,1,553,4268
1,1,1,13171,0,3,60,2,4.5,1,0,1,1,2,1245,1199
4,3,0,41855,0,9,9,0,4.3,0,6,2,0,2,727,4238
5,0,0,8089,0,1,68,1,4.1,0,2,2,0,0,1697,3
1,2,2,36489,0,3,34,1,4.9,0,0,1,0,0,1481,3
5,1,1,49110,0,4,29,1,4.5,0,2,2,1,2,800,3
1,0,2,40200,1,3,53,0,3.9,1,0,2,0,0,648,4485
3,0,1,43997,1,0,68,2,4.3,2,4,2,0,1,1531,3
6,2,0,18387,1,8,4,1,4.3,1,1,0,1,1,964,3
3,0,0,41303,1,0,68,1,3.9,2,4,0,1,2,734,3101
2,3,1,48830,0,6,7,0,4.9,1,5,1,0,1,1272,3083
6,3,2,45278,1,11,17,2,4.4,0,1,2,1,1,1793,3
1,3,0,6398,1,7,84,1,3.9,0,0,0,1,0,680,3942
3,3,0,26519,0,0,63,2,4.3,1,4,0,1,1,611,3291
2,2,0,42351,0,2,4,2,4.6,0,5,2,1,2,979,3
6,1,1,24345,1,11,39,1,5.0,1,1,2,1,0,804,2757
6,0,0,41785,0,8,59,0,4.3,1,1,1,0,2,1762,3
4,3,2,38301,0,12,44,0,4.0,1,6,0,0,0,971,2431
6,0,0,11149,0,11,48,1,4.9,2,1,0,0,1,1377,2017
1,1,0,44426,0,3,58,1,5.0,1,0,0,0,0,643,1110
6,2,0,45204,1,8,41,1,4.7,1,1,2,1,1,1091,2310
3,3,0,44895,0,5,64,0,4.0,0,4,1,0,0,1182,3
6,0,0,16144,1,8,51,1,4.6,1,1,2,1,0,984,4688
6,3,0,9334,1,8,68,0,4.9,1,1,1,0,1,1117,3
1,1,1,31790,0,7,51,2,4.7,2,0,0,1,1,1287,3035
1,0,0,37308,1,3,73,2,4.1,1,0,1,1,2,1141,3
5,1,1,10626,1,1,34,2,3.6,2,2,0,1,0,632,3
1,3,2,49896,0,7,79,0,4.8,2,0,2,0,0,1050,3
0,0,2,43383,0,13,67,0,4.9,2,3,1,1,2,603,3081
4,1,0,24805,0,12,66,0,4.2,2,6,0,1,0,1499,3895
1,3,2,42956,0,3,64,2,4.1,2,0,1,1,1,1552,3771
0,2,1,34346,1,13,63,1,3.9,1,3,1,0,1,1024,4883
0,1,2,46293,1,10,77,1,3.8,1,3,1,0,2,632,1673
6,0,0,47643,0,8,34,1,4.0,0,1,1,1,0,908,1220
4,1,2,5730,0,9,52,1,4.4,1,6,2,0,1,1994,3
4,2,0,6908,1,9,50,0,3.7,2,6,1,1,2,564,4662
1,0,1,45837,1,3,9,2,4.2,0,0,0,1,2,1402,3
0,3,0,15088,1,13,51,0,4.4,1,3,0,1,1,1470,2663
6,2,1,22068,0,11,34,1,4.9,2,1,0,0,1,1210,4196
0,3,1,43587,1,13,17,2,4.1,2,3,0,1,2,1763,3
3,3,0,29474,0,5,1,2,4.3,0,4,0,1,1,1688,4230
6,2,0,9659,1,8,68,0,4.2,1,1,0,1,1,1828,3
0,3,1,31397,1,10,8,0,4.0,1,3,1,0,1,1265,3
3,1,2,22352,1,5,35,0,4.4,1,4,0,0,1,1219,3
2,3,0,7298,1,2,51,1,4.8,1,5,1,0,2,692,3
1,1,0,42647,1,3,26,1,4.6,2,0,2,1,2,1113,1027
2,0,2,5602,0,2,43,0,4.2,2,5,0,1,1,1679,2159
5,3,0,43627,1,4,52,1,4.5,0,2,2,1,2,1695,3
1,1,0,44841,1,7,35,0,3.5,2,0,0,0,1,1295,3
0,0,2,32562,0,10,70,2,4.9,1,3,1,1,1,1245,3554
4,1,2,37398,0,12,21,0,4.2,0,6,0,0,2,508,3
3,3,0,5263,1,5,81,1,3.7,0,4,2,0,0,1736,3
3,1,1,34126,0,0,81,1,3.8,2,4,1,1,2,1999,3806
2,1,2,24964,1,6,0,0,4.1,0,5,1,0,0,565,2179
4,0,1,9708,1,12,51,0,4.9,2,6,0,1,0,1525,2250
1,3,0,29936,1,3,44,0,4.9,0,0,0,0,0,1509,2057
6,3,2,12227,0,8,18,0,3.9,2,1,2,0,2,816,1926
1,1,0,14727,1,7,22,0,4.2,1,0,1,0,2,531,3
6,1,2,18807,1,8,77,0,3.7,2,1,1,0,1,1625,3
2,1,0,14681,0,6,38,2,4.9,1,5,2,1,1,1611,1424
4,2,1,47409,0,12,16,0,4.1,2,6,2,0,0,1526,2735
4,2,1,25544,1,12,34,1,4.3,0,6,0,1,0,1080,3
4,2,1,29672,0,12,36,2,4.7,0,6,2,0,0,1762,3307
4,1,0,21134,0,12,34,1,3.8,1,6,2,0,2,1769,3
6,2,0,8296,1,8,12,0,4.1,2,1,1,0,1,623,3996
4,0,2,20226,0,9,34,0,4.7,2,6,2,1,2,1003,3
6,1,1,16136,0,11,0,2,4.8,0,1,1,1,1,1053,2235
2,0,1,17507,0,2,39,1,3.9,2,5,0,0,0,1347,4864
3,0,0,32124,0,5,81,0,3.6,1,4,1,0,2,1089,2046
3,2,1,30418,0,5,34,0,3.6,0,4,2,1,0,1463,3
0,2,1,24393,0,10,34,0,4.0,1,3,0,0,1,1060,1806
3,2,2,12045,0,0,77,0,4.1,0,4,1,1,2,1464,1246
5,0,1,48225,0,1,51,0,4.5,2,2,2,0,2,688,2390
4,1,2,38073,1,9,12,1,4.4,1,6,0,0,1,785,3
3,3,1,43464,1,0,38,1,4.5,0,4,1,1,2,1930,3877
2,1,0,10803,0,6,0,2,4.0,2,5,0,1,0,1163,1415
6,1,0,7157,0,8,16,2,4.4,0,1,0,0,0,1913,1873
6,3,1,18048,1,8,69,2,3.9,0,1,2,0,2,1013,3
0,2,0,25456,1,10,10,0,4.5,1,3,2,0,2,1549,3
6,3,2,31571,1,11,26,1,3.6,0,1,1,1,0,1156,1352
2,1,1,12986,1,6,34,0,3.7,0,5,1,1,1,1301,2011
6,3,2,7190,0,11,22,1,3.7,0,1,1,1,2,1878,2300
5,3,0,10974,1,4,59,0,4.4,1,2,1,1,2,1262,3
2,2,1,46642,0,6,60,0,4.2,2,5,1,1,1,956,3434
1,0,1,6867,0,7,47,0,3.6,1,0,1,0,2,1460,1700
0,3,1,13070,1,10,38,0,4.1,2,3,0,0,2,1040,3
0,1,2,45791,1,13,45,2,4.0,1,3,2,1,2,1128,1533
1,2,2,49706,0,7,16,2,3.6,0,0,1,1,2,1458,2891
4,3,1,46125,1,9,72,1,4.8,0,6,2,1,2,925,2316
2,3,1,10774,1,6,9,1,3.8,2,5,0,1,2,1441,1745
0,3,1,5544,1,10,3,1,3.7,1,3,0,1,2,784,2000
1,0,1,11228,1,7,55,0,4.4,1,0,2,1,0,1006,4385
5,3,1,22839,1,1,43,1,4.5,2,2,2,1,1,739,1058
2,2,1,6117,1,6,0,1,4.8,2,5,1,0,1,1957,3
2,1,1,14409,0,2,17,0,5.0,0,5,2,1,0,1397,3
6,3,2,42454,1,8,22,1,4.5,2,1,1,0,1,1261,3
0,1,0,48762,0,13,60,2,4.0,0,3,1,1,2,802,3
3,0,1,41310,0,5,34,0,4.3,2,4,0,1,1,1779,2444
1,3,2,5391,0,3,8,0,4.2,0,0,2,0,1,1605,3
3,2,0,32955,0,5,56,1,3.8,1,4,2,0,1,1981,1463
4,1,2,30059,0,9,68,1,3.6,1,6,1,1,2,909,4243
4,2,0,45360,1,12,45,2,3.5,0,6,1,0,1,1353,3267
2,0,2,47829,0,2,22,2,3.7,0,5,1,1,0,1247,3
3,2,2,43103,1,0,17,1,4.9,0,4,2,0,2,1930,4800
4,1,1,16350,0,12,17,1,4.1,2,6,0,0,1,1202,3
3,3,1,31180,0,0,68,2,4.6,2,4,1,1,0,1300,3
2,2,2,13276,0,2,17,2,4.6,1,5,2,1,1,1560,1400
3,1,2,21266,0,5,0,0,3.8,2,4,0,0,2,1632,3
6,0,1,27110,1,8,73,1,4.9,1,1,0,0,1,1480,2592
2,0,1,14185,1,2,36,1,4.0,1,5,1,0,1,1507,3
5,1,2,14625,1,1,0,2,3.9,0,2,1,0,2,690,3895
5,3,0,31509,1,1,62,2,4.3,0,2,1,0,0,956,3505
1,0,0,41862,0,7,1,0,4.7,0,0,1,0,1,1929,2559
4,1,0,21764,0,12,81,0,4.5,1,6,0,1,1,1200,3
3,0,2,10743,1,5,34,0,4.2,2,4,1,1,1,1655,1926
2,3,2,11944,0,6,0,2,3.5,0,5,1,0,2,1809,3
4,0,0,15615,0,12,1,0,4.4,1,6,1,0,2,1254,1482
3,3,0,28945,1,0,15,0,3.9,1,4,2,0,0,992,2154
2,1,0,41240,1,2,52,1,3.8,0,5,2,1,1,619,3
6,0,0,35597,0,8,51,2,4.6,0,1,0,1,0,1997,4044
2,3,0,16998,1,6,68,1,3.7,2,5,2,0,2,1883,3627
1,3,0,31881,0,7,28,2,3.9,0,0,1,1,1,1602,3044
3,0,0,15808,0,0,34,0,4.4,2,4,0,1,2,777,4659
4,0,1,21376,1,12,59,2,4.0,2,6,0,1,2,1385,4724
5,1,2,46830,0,1,43,1,4.4,0,2,1,1,0,1616,4241
4,1,2,39834,0,9,41,1,4.7,0,6,2,1,0,708,3363
2,3,1,47236,0,6,78,2,4.6,0,5,2,0,1,1992,2326
6,3,1,22114,0,11,25,2,4.5,1,1,1,0,1,1012,3
4,2,0,24663,0,9,34,1,3.6,2,6,0,1,2,759,2479
5,2,2,44059,0,4,49,2,4.8,2,2,1,1,2,1260,3010
5,2,0,41510,1,1,4,2,3.7,0,2,2,0,1,1864,2741
3,1,2,43457,0,5,71,0,4.2,1,4,2,1,0,946,3559
4,2,1,39623,0,12,48,0,4.9,2,6,0,1,1,947,3
4,1,1,45425,1,12,51,1,4.3,0,6,2,1,1,1811,1764
4,3,2,35601,0,9,25,1,4.5,2,6,0,0,2,995,1374
4,2,0,48092,0,9,17,1,5.0,1,6,1,0,2,1219,1914
3,0,1,10231,1,5,32,1,3.6,1,4,2,1,0,680,1545
5,1,2,37650,0,1,56,1,4.3,2,2,2,0,1,1972,1281
5,2,1,40918,0,1,39,2,3.7,2,2,1,0,1,803,3351
0,0,1,33722,1,10,34,1,4.8,2,3,0,0,1,1194,3
5,1,1,47631,1,1,5,2,4.9,1,2,0,0,2,1874,4068
1,0,2,32518,0,3,73,0,4.4,2,0,1,1,2,576,1316
3,3,1,34960,1,5,57,1,4.4,0,4,1,1,1,614,3987
6,1,2,9290,0,11,28,1,4.8,0,1,2,1,2,971,1994
5,1,0,28040,0,4,17,2,4.8,0,2,2,0,0,1352,3
4,2,1,9676,1,9,18,1,4.5,2,6,1,1,1,714,3
3,3,2,11765,1,0,0,0,3.5,1,4,2,0,0,1465,3838
0,0,1,18736,0,13,0,0,5.0,2,3,2,0,1,567,4825
3,0,2,19048,0,0,68,0,3.6,2,4,0,0,1,776,3
0,1,2,25980,1,10,69,0,4.0,0,3,1,0,1,1246,2475
0,2,1,32985,0,10,51,2,3.8,2,3,1,0,2,1595,2702
6,1,0,40343,1,11,36,0,4.8,0,1,2,1,1,1501,1589
4,3,1,38402,1,12,17,2,4.0,2,6,2,0,0,1754,1265
3,0,1,48121,0,0,34,0,3.8,0,4,1,0,1,542,3543
6,0,0,43086,0,11,48,0,4.1,1,1,1,0,0,1123,3628
3,1,2,13382,1,0,28,2,4.8,2,4,0,0,1,692,1158
5,3,2,31473,0,4,24,0,4.1,0,2,1,1,1,798,3
6,2,0,46110,1,8,56,2,4.7,1,1,2,0,0,1653,3
6,2,2,6916,1,11,37,0,4.2,2,1,1,1,0,1853,3
2,0,2,6786,1,6,35,1,4.0,2,5,2,1,0,1817,3
2,3,2,15467,0,2,68,0,3.7,0,5,0,1,0,963,4891
0,3,0,49711,0,13,67,1,4.3,2,3,2,1,1,601,3
0,3,2,35641,0,10,83,1,4.5,1,3,1,0,1,1789,4366
4,1,0,13376,1,12,0,0,3.8,0,6,1,0,1,515,3
2,1,2,23345,1,6,0,2,4.8,0,5,1,1,2,1583,2650
0,0,2,17422,0,10,43,2,4.0,2,3,2,0,0,923,1096
4,1,1,33234,1,12,0,2,3.5,1,6,2,0,0,824,3591
5,0,1,15442,0,1,34,1,4.0,0,2,0,1,1,1736,4242
4,2,1,8120,1,9,0,0,3.8,1,6,1,1,2,1287,3
0,1,0,6500,0,10,26,0,4.8,1,3,2,0,0,1236,3
6,1,0,24688,1,11,47,2,3.9,1,1,1,1,2,1110,1991
1,3,2,23616,1,3,26,2,4.5,2,0,0,0,2,1783,3
0,0,0,14258,0,10,51,2,4.1,1,3,2,0,1,1626,2485
5,0,1,24587,0,1,51,0,4.0,1,2,2,0,2,624,3
5,1,2,7606,0,1,64,2,4.1,0,2,0,0,2,761,1082
5,0,2,18917,1,4,42,0,4.5,1,2,0,0,2,1483,3
1,1,0,37267,1,7,80,1,3.8,2,0,0,0,1,1509,2230
4,1,1,25377,0,9,25,0,4.7,2,6,1,1,1,1450,1713
4,0,2,29672,0,9,22,0,4.1,0,6,1,0,0,1073,3069
3,0,0,11486,1,0,34,0,4.4,0,4,0,1,2,1034,3576
4,0,2,36946,1,9,17,0,3.9,2,6,1,1,2,1292,2454
1,0,0,49759,1,3,35,0,3.6,1,0,0,1,1,983,1714
4,1,0,27828,1,12,42,0,4.3,2,6,2,1,0,859,3
4,1,0,39323,0,9,52,1,4.2,1,6,0,1,1,820,4886
0,3,1,26362,0,10,71,2,4.2,0,3,2,1,1,1798,3530
4,0,2,43570,0,12,17,1,4.8,0,6,0,0,0,1629,3
1,0,0,32050,0,7,51,0,3.6,0,0,2,0,2,1106,3
2,2,1,21729,1,6,17,1,4.9,0,5,0,0,0,1881,3
0,0,0,46670,1,10,47,0,3.5,2,3,1,1,1,1465,2058
3,1,1,16365,0,5,41,1,3.9,0,4,0,0,0,1525,3
5,0,0,7762,1,1,73,0,4.1,1,2,0,0,0,1636,4832
4,1,2,31069,1,9,51,0,4.2,2,6,0,1,1,1826,1641
5,1,0,30648,0,1,51,2,4.1,2,2,1,0,1,828,2711
5,1,1,28282,1,4,23,0,4.0,0,2,0,1,2,1601,1588
2,2,2,11719,0,2,9,1,4.1,0,5,0,0,2,663,1172
6,2,2,43489,1,11,68,2,4.6,0,1,0,0,2,719,1805
0,3,1,22831,1,13,9,1,4.0,0,3,2,0,1,1995,4075
6,1,1,33240,1,11,13,1,4.9,1,1,1,1,0,998,4604
2,3,2,38553,0,6,38,2,4.2,1,5,0,1,0,1167,2014
3,2,0,47869,0,0,43,1,4.0,2,4,2,0,2,692,4982
0,0,1,33208,1,10,38,0,4.7,0,3,2,1,0,1258,3
5,3,0,23452,1,1,32,0,4.5,1,2,2,0,1,1962,4789
6,2,1,43550,1,11,19,0,5.0,1,1,1,1,1,1067,2313
6,1,0,41036,0,8,24,0,3.5,0,1,1,0,1,1220,3
0,0,1,15640,1,13,18,1,4.9,2,3,0,0,1,1013,2577
2,1,2,15906,1,6,64,2,4.2,0,5,0,0,2,942,3
1,1,1,22553,0,3,0,1,3.5,1,0,1,1,2,1295,3212
2,0,1,31387,0,6,0,0,4.9,2,5,0,1,1,1869,1058
6,2,0,35010,1,8,34,2,5.0,1,1,2,0,0,1463,2748
6,3,2,20082,0,8,51,1,4.8,2,1,2,0,0,1900,1110
5,2,0,24904,0,1,39,1,4.4,1,2,1,1,2,1852,3
2,2,2,36045,0,2,47,0,3.8,2,5,1,0,1,1276,3712
4,2,0,35229,0,9,26,2,4.9,1,6,1,0,0,540,1432
1,0,0,26705,0,7,81,0,3.6,2,0,1,0,1,1654,1323
0,0,0,29914,1,13,51,1,4.0,2,3,1,1,0,1455,1406
1,3,0,6658,1,3,35,0,4.3,2,0,1,0,0,891,3
4,1,1,5971,1,9,13,2,3.6,2,6,1,1,0,1018,3
4,0,2,25805,1,9,68,1,4.8,0,6,2,1,1,1105,3
0,0,1,21449,0,10,68,2,4.7,1,3,2,1,1,1909,4090
2,3,0,27420,1,6,68,2,4.0,2,5,2,0,0,552,2070
4,2,1,25423,0,9,16,1,4.6,1,6,2,0,1,592,4760
4,1,0,7889,0,12,28,0,4.9,2,6,0,1,0,1799,3
5,2,1,37709,1,1,37,1,4.2,2,2,2,0,0,917,3
2,2,1,26236,0,2,68,0,5.0,1,5,1,1,0,630,1085
4,2,2,7391,0,9,34,2,4.8,1,6,2,0,0,795,3
5,2,1,33427,1,4,35,2,5.0,0,2,0,0,1,1391,1329
3,2,1,25802,0,0,8,1,4.7,2,4,0,0,0,1052,3508
4,3,2,41229,0,9,51,1,4.0,2,6,1,1,2,705,4404
2,3,2,12299,1,2,17,2,4.7,2,5,2,0,2,1420,3
3,2,0,36168,1,5,70,1,4.3,0,4,0,1,1,1083,2969
5,2,2,10884,0,4,9,1,3.9,2,2,2,0,1,1907,3
2,2,0,39391,0,6,5,2,3.6,1,5,0,1,1,1870,3
6,3,2,5161,1,8,80,2,3.9,2,1,2,1,0,1502,2225
2,3,0,37325,1,2,68,0,4.8,1,5,0,0,2,804,3
1,0,0,17213,1,3,71,1,4.9,0,0,2,0,1,1356,2954
2,1,2,41152,0,6,47,2,4.1,1,5,0,1,2,1024,3231
2,0,2,20997,1,2,34,1,4.5,1,5,0,1,0,517,3028
5,3,1,16302,1,1,73,0,4.2,0,2,0,1,2,758,3
0,1,1,36099,1,10,43,0,4.9,1,3,1,0,0,1312,1751
6,3,0,49995,0,11,3,0,4.4,0,1,0,0,0,1486,3
4,0,1,49797,0,12,77,0,4.7,0,6,2,1,1,1292,3
5,3,0,40388,1,4,68,2,4.8,2,2,0,1,0,1138,3570
6,2,2,30329,0,11,34,0,3.8,0,1,0,1,2,710,3
6,1,2,12222,0,8,17,1,3.7,1,1,1,1,1,1057,3405
1,0,1,13023,0,7,68,2,4.4,1,0,2,0,1,1677,2005
6,3,1,47202,0,11,51,1,4.3,2,1,2,1,1,913,4563
3,1,2,33091,1,0,59,2,4.9,2,4,0,1,1,1971,2660
0,2,1,38736,1,10,17,1,3.6,0,3,2,1,1,919,2968
0,1,1,32453,0,13,68,0,4.6,0,3,2,1,2,1250,2744
1,2,1,18788,1,7,49,1,4.1,0,0,1,1,1,1624,3
3,1,2,25066,0,5,68,0,3.8,2,4,2,1,0,1663,4151
0,0,0,34291,0,10,5,2,4.1,1,3,0,1,2,1603,3
0,2,1,41490,0,10,0,2,3.9,0,3,2,0,0,1291,3673
4,1,0,33582,0,9,34,1,4.5,2,6,0,0,0,1353,4852
1,3,0,39046,1,7,50,1,3.6,0,0,1,1,1,1862,2615
2,2,2,45901,1,6,25,1,3.9,0,5,2,0,2,1718,2039
3,1,1,27334,1,5,68,1,4.4,0,4,2,0,1,664,2518
3,0,0,46603,1,5,16,0,4.2,0,4,1,1,0,811,3381
3,2,1,15665,1,5,45,1,3.7,0,4,2,0,1,1919,3943
5,0,1,34548,1,1,68,2,3.7,2,2,1,1,0,1111,4582
0,0,0,9670,0,10,43,2,4.2,0,3,0,0,2,807,3
1,0,1,25930,0,7,34,2,4.3,0,0,1,1,0,1998,3
3,0,0,12585,0,0,71,1,3.8,0,4,2,0,0,1245,3335
2,0,2,47040,1,2,17,1,4.8,2,5,2,0,0,1820,3
4,1,0,46955,1,12,58,2,3.6,2,6,0,1,1,1695,3
6,2,1,27553,0,11,77,1,4.8,2,1,2,1,1,651,3907
3,0,0,14739,1,0,60,1,3.8,2,4,0,1,2,748,3
4,3,2,48276,1,12,51,2,4.8,2,6,1,0,1,1684,3014
6,1,2,25426,1,11,17,2,3.7,1,1,2,0,0,1013,3
5,2,0,12606,0,1,17,2,3.8,1,2,0,0,0,1232,2198
4,3,1,49064,0,9,0,0,3.9,2,6,0,0,1,1916,4213
1,0,0,28010,1,3,0,0,4.2,2,0,2,0,2,1282,3
4,3,0,16013,0,12,0,0,4.3,1,6,0,0,0,1083,3
2,2,0,34799,1,2,64,1,4.5,2,5,0,1,2,1429,3
4,3,2,28981,0,12,67,1,4.6,0,6,0,0,1,1785,4483
6,1,1,31272,1,11,68,1,3.8,0,1,1,0,1,1428,1555
2,2,0,26536,1,6,69,1,4.3,1,5,0,1,1,1521,3
5,3,0,30778,1,4,73,0,3.8,0,2,1,1,1,1317,2338
0,0,0,14755,1,10,9,2,4.6,1,3,0,0,1,835,2895
2,3,2,33721,0,6,17,2,4.5,2,5,0,1,0,1578,4294
3,2,1,7986,0,5,73,1,3.5,0,4,2,1,2,1268,3
4,0,1,7631,0,12,69,1,3.8,2,6,1,0,0,1064,4841
4,0,2,7353,1,9,50,2,3.7,0,6,2,1,1,588,1439
3,1,2,22061,1,0,72,0,4.0,0,4,1,1,0,1181,1626
1,2,1,31000,0,3,13,2,4.0,2,0,2,0,0,521,2418
1,3,2,21407,0,3,6,1,4.7,0,0,0,1,2,1956,1633
0,2,0,21374,1,13,49,1,3.8,1,3,1,1,1,943,3
3,3,1,14169,0,5,56,2,4.8,0,4,0,1,2,1134,3
5,3,2,28561,0,4,44,1,4.1,2,2,0,1,2,1280,3909
2,1,0,39614,1,2,8,1,4.0,1,5,1,0,1,1637,3
1,2,0,15288,1,7,57,2,4.4,1,0,2,0,1,1392,2270
3,1,2,23719,0,5,34,0,4.5,2,4,0,1,0,612,3
2,1,1,6532,0,2,69,0,4.3,0,5,0,0,2,1422,4018
3,0,0,46562,0,5,35,0,4.5,1,4,0,0,1,535,3
2,0,2,48435,1,2,51,0,4.5,0,5,0,1,1,1496,3294
0,3,2,10219,0,10,23,2,3.7,0,3,0,1,0,858,4072
4,0,2,29726,1,12,57,0,4.5,1,6,1,1,0,1597,3
3,0,0,18883,0,5,34,2,4.5,2,4,2,0,1,763,3
6,1,0,49123,1,8,69,1,3.6,1,1,2,1,2,1622,3953
1,3,0,31378,1,3,51,2,3.8,0,0,1,0,1,1050,1219
2,2,2,18381,1,2,30,0,4.5,1,5,1,0,0,875,4991
0,0,2,12345,0,10,55,0,4.6,0,3,1,1,2,623,3
1,0,0,43452,1,7,43,2,4.0,0,0,0,1,1,796,3
6,3,1,11227,1,11,77,2,3.8,0,1,1,1,2,1608,1195
5,2,2,25170,0,4,30,0,4.4,0,2,2,0,2,1017,3
6,2,2,36999,0,8,62,0,5.0,2,1,2,1,0,902,2370
0,1,0,17432,0,13,34,0,4.0,2,3,2,0,1,1118,3
5,0,1,18247,1,4,52,2,4.5,2,2,2,0,1,1604,4232
3,2,2,24929,1,0,73,0,5.0,2,4,0,0,1,734,3188
6,0,0,49679,1,8,64,1,4.9,1,1,2,0,2,705,3
4,3,1,15507,1,9,52,0,5.0,2,6,1,1,1,1486,3
3,0,0,11079,1,0,10,0,4.8,1,4,2,0,0,1635,4209
2,2,2,34570,1,6,71,2,4.7,0,5,1,0,0,1253,3
2,2,0,33713,1,6,51,2,4.1,1,5,1,1,0,1669,3
1,2,1,10907,1,3,17,0,4.4,0,0,1,1,2,1080,3814
3,3,1,14290,0,0,77,2,3.7,1,4,2,1,0,1608,3083
1,0,1,44813,0,7,9,0,4.1,1,0,1,1,2,583,1832
4,3,1,25764,0,9,57,1,4.0,0,6,2,0,2,988,2021
2,1,1,13832,1,2,68,1,4.4,1,5,2,0,1,533,3
1,3,1,25079,1,3,20,2,4.0,2,0,2,1,1,583,4808
0,3,0,42036,1,10,0,1,4.7,0,3,2,0,2,648,2931
3,3,1,21552,1,5,42,0,4.0,0,4,2,0,2,1490,4514
1,3,0,24656,1,3,10,1,4.5,2,0,2,1,0,1964,3
2,1,2,35933,0,6,68,2,4.2,0,5,0,0,1,679,3
0,2,0,48526,1,10,0,0,4.3,1,3,1,1,2,719,3
1,2,2,47672,0,3,30,0,3.7,2,0,1,0,2,1151,3573
0,0,1,8993,0,10,34,0,3.7,1,3,1,0,2,501,3030
4,0,0,43372,0,9,73,2,3.6,1,6,1,0,1,1479,2988
0,1,2,30751,0,13,32,1,4.4,1,3,2,1,2,746,3
2,1,1,22125,0,2,77,1,4.4,1,5,2,0,2,724,2748
2,0,1,19957,1,6,62,2,3.9,1,5,1,0,1,1728,3879
3,3,2,7513,1,5,63,0,3.8,2,4,0,0,2,501,3909
5,2,2,18090,0,1,0,0,4.5,1,2,2,0,0,1625,3
5,1,1,21342,0,4,9,1,4.3,0,2,1,1,1,924,3
0,3,1,47136,1,10,17,0,3.6,0,3,0,0,0,1227,3
4,1,0,49703,1,12,5,1,4.6,2,6,2,1,2,1253,3
1,0,0,44964,1,3,34,1,3.6,2,0,0,0,0,1946,4547
5,0,0,44697,1,1,54,0,4.2,0,2,1,0,1,879,2051
1,1,2,37734,1,3,54,2,3.8,2,0,0,0,2,1303,3
1,1,1,24243,1,3,8,1,4.6,2,0,1,1,2,914,3
2,3,1,8474,1,2,0,1,4.3,1,5,1,0,2,1286,1546
5,1,1,25055,0,4,9,2,4.2,2,2,0,0,2,1945,3607
2,1,2,46765,1,2,12,1,4.1,2,5,1,1,2,1358,1914
5,0,0,9250,1,1,69,1,3.7,1,2,1,0,0,902,3
4,2,2,37398,1,12,51,0,4.7,1,6,2,0,2,1563,3
4,0,0,31973,0,12,33,2,4.4,1,6,2,1,0,531,3
2,3,1,18744,1,6,37,0,3.9,0,5,0,0,1,1948,3
6,3,2,37261,0,11,34,1,4.0,1,1,2,1,1,1308,3
3,2,2,13197,0,5,47,2,4.9,2,4,2,1,2,1296,4858
1,3,0,22108,1,7,58,0,3.7,1,0,2,1,0,1849,3508
0,0,2,10553,1,13,67,0,4.4,2,3,0,0,0,1108,1070
4,2,0,22703,0,9,0,2,4.5,2,6,1,0,1,1743,3377
5,0,0,33330,0,4,5,2,3.8,2,2,2,0,0,981,4975
2,0,2,42825,0,2,63,1,3.5,0,5,0,1,2,949,4169
2,1,0,45057,1,2,47,1,4.3,2,5,0,1,2,1588,4657
3,2,2,10688,0,5,35,0,4.7,1,4,0,0,2,1518,1115
0,3,2,16347,0,13,5,2,4.3,2,3,2,1,0,822,3
3,0,1,27112,1,5,9,0,3.6,0,4,1,0,1,1367,3
